period_quarter,employee_id,employee_type,tenure_years,role_category,bureau_office,prior_cio_changes_experienced,cloud_migration_phase,legacy_systems_in_bureau,systems_migrated_in_bureau,it_om_budget_ratio_pct,security_incidents_quarter,employee_engagement_score,leadership_confidence_score,change_readiness_index,cultural_sentiment_score,change_resistance_index,digital_training_hours_quarter,innovation_ideas_submitted,participated_in_scrum,participated_feedback_session,is_change_agent,intrapreneur_assigned,quick_wins_experienced_count,digital_tool_adoption_score,collaboration_cross_bureau_index,communication_effectiveness_score,feedback_frequency_score,telework_adoption_score,blog_engagement_score,twitter_following_cio,transparency_perception_score,security_posture_score,years_since_last_training
2013-Q4,FCC_E050,federal_employee,19.5,program_staff,Wireline_Competition,9,inventory,9,0,85.5,3,1.72,3.5,3.08,1.0,7.19,0,0,0,0,0,0,0,3.89,1.69,4.64,4.29,1.67,2.01,0,4.76,3.26,0.59
2013-Q4,FCC_E051,contractor,14.7,IT_staff,Wireless_Telecommunications,6,inventory,14,0,85.5,3,3.91,2.96,3.93,2.89,6.73,0,1,0,0,0,0,0,3.86,3.24,1.36,3.67,1.0,3.33,0,1.9,3.31,1.32
2013-Q4,FCC_E052,contractor,14.2,policy_analyst,Office_of_Chief_Information_Officer,3,inventory,13,0,85.5,3,4.16,3.27,2.98,2.59,8.6,0,0,1,0,0,0,0,2.3,3.52,2.54,3.65,1.63,2.36,0,2.75,2.9,2.19
2013-Q4,FCC_E053,contractor,22.4,policy_analyst,Wireless_Telecommunications,7,inventory,9,0,85.5,3,3.29,3.76,2.14,1.6,7.92,0,0,0,0,0,0,0,1.99,3.79,3.94,2.88,1.52,1.0,0,3.27,3.11,1.01
2013-Q4,FCC_E054,contractor,14.5,program_staff,Enforcement_Bureau,8,inventory,10,0,85.5,3,1.74,1.9,2.11,2.22,9.32,0,0,0,1,0,0,0,2.17,5.0,1.83,2.56,2.55,2.79,0,2.59,3.34,0.27
2013-Q4,FCC_E055,federal_employee,1.0,field_operations,Office_of_Communications,1,inventory,9,0,85.5,3,1.0,1.51,5.81,2.16,6.25,1,0,0,0,0,0,0,1.45,1.0,3.84,2.15,1.0,1.88,0,3.37,3.22,5.23
2014-Q1,FCC_E001,federal_employee,9.4,program_staff,Office_of_Communications,1,consolidation,10,0,80.2,2,2.77,2.87,4.49,6.67,6.75,0,0,1,0,0,0,0,3.82,1.78,3.81,2.81,3.04,2.89,0,3.86,3.67,0.57
2014-Q1,FCC_E002,contractor,8.1,IT_staff,Office_of_Economics_Analytics,6,consolidation,7,0,80.2,2,4.19,1.95,2.04,4.33,9.32,3,0,0,0,0,0,1,3.32,1.03,3.97,3.41,2.16,3.38,0,3.21,3.4,1.15
2014-Q1,FCC_E003,contractor,19.9,program_staff,Wireline_Competition,8,consolidation,7,0,80.2,2,3.1,4.26,3.18,3.24,7.38,4,0,0,0,0,1,0,5.08,3.53,4.92,2.82,2.43,2.2,0,1.95,4.7,3.2
2014-Q1,FCC_E004,federal_employee,12.3,policy_analyst,Wireless_Telecommunications,5,consolidation,6,0,80.2,2,1.86,4.1,6.02,1.38,5.9,3,0,0,0,0,1,0,3.3,3.42,1.88,3.66,1.2,1.92,0,2.88,4.47,0.17
2014-Q1,FCC_E005,federal_employee,7.4,program_staff,Office_of_Communications,7,consolidation,12,0,80.2,2,1.5,5.41,1.88,1.0,9.02,3,0,0,1,1,0,0,3.18,5.66,3.12,5.25,3.7,4.66,0,4.79,3.29,0.59
2014-Q1,FCC_E006,federal_employee,10.2,administrative,Office_of_Media_Relations,7,consolidation,10,0,80.2,2,1.71,3.32,2.36,1.0,9.51,6,1,0,0,0,0,1,3.84,2.95,3.69,2.17,1.0,1.0,0,4.1,4.94,0.32
2014-Q1,FCC_E007,federal_employee,8.7,field_operations,Enforcement_Bureau,7,consolidation,9,0,80.2,2,1.23,4.87,1.2,2.6,9.45,0,1,1,0,0,0,0,1.0,3.77,2.66,3.29,4.38,2.05,0,4.35,4.11,0.1
2014-Q1,FCC_E008,contractor,16.7,program_staff,Enforcement_Bureau,2,consolidation,14,0,80.2,2,6.54,5.22,1.81,2.85,8.8,1,0,0,1,0,0,0,1.97,2.11,3.87,2.89,3.96,3.17,1,3.48,3.6,0.46
2014-Q1,FCC_E009,federal_employee,19.0,policy_analyst,Office_of_Managing_Director,3,consolidation,8,0,80.2,2,3.25,5.3,2.23,4.25,8.65,0,1,0,0,0,0,1,2.47,4.94,1.6,1.73,3.02,1.95,1,4.01,4.04,5.56
2014-Q1,FCC_E010,contractor,20.4,policy_analyst,Office_of_Managing_Director,2,consolidation,7,0,80.2,2,3.0,4.59,3.03,2.69,8.94,5,0,0,1,0,0,0,1.04,3.72,5.13,3.22,1.79,1.0,0,4.37,4.65,2.05
2014-Q1,FCC_E011,federal_employee,20.9,program_staff,Media_Bureau,3,consolidation,11,0,80.2,2,2.35,4.19,3.27,2.12,7.69,4,0,0,0,0,0,0,1.0,2.4,2.71,1.21,1.49,2.59,0,3.09,6.77,0.34
2014-Q1,FCC_E012,contractor,19.8,administrative,Office_of_Communications,2,consolidation,6,0,80.2,2,4.4,5.04,4.29,4.75,6.55,2,1,1,0,0,0,0,3.08,2.55,3.56,3.42,1.74,1.0,1,3.84,4.77,1.11
2014-Q1,FCC_E013,contractor,15.0,program_staff,Office_of_Communications,7,consolidation,6,0,80.2,2,3.82,4.11,2.85,3.49,7.8,1,0,0,1,0,0,0,5.26,3.96,3.72,3.14,4.76,2.13,0,2.34,4.43,0.1
2014-Q1,FCC_E014,federal_employee,11.8,program_staff,Media_Bureau,2,consolidation,7,0,80.2,2,1.76,3.42,3.72,3.28,8.37,2,1,0,0,0,0,1,4.81,2.74,4.01,1.01,1.75,1.0,0,3.85,5.04,0.27
2014-Q1,FCC_E015,federal_employee,6.5,IT_staff,Wireless_Telecommunications,3,consolidation,14,0,80.2,2,5.16,5.92,2.46,1.63,9.04,4,0,0,0,0,0,0,4.88,3.29,2.09,3.1,3.92,2.18,0,4.03,3.32,1.0
2014-Q1,FCC_E016,federal_employee,22.1,administrative,Office_of_Legislative_Affairs,2,consolidation,7,0,80.2,2,3.37,6.37,4.45,4.91,5.81,0,0,1,0,0,0,1,2.98,4.59,1.96,2.1,2.73,1.25,0,5.71,4.52,0.12
2014-Q1,FCC_E017,federal_employee,14.4,administrative,Office_of_Economics_Analytics,4,consolidation,11,0,80.2,2,2.86,4.43,1.89,6.99,9.63,0,0,0,0,0,1,0,3.25,4.76,3.66,2.9,3.7,2.67,0,4.11,3.99,0.53
2014-Q1,FCC_E018,federal_employee,13.0,IT_staff,Office_of_General_Counsel,6,consolidation,9,0,80.2,2,4.52,5.02,2.71,1.82,8.66,1,0,0,1,0,0,0,6.02,3.0,3.44,4.17,2.67,4.4,0,5.81,4.09,1.3
2014-Q1,FCC_E019,federal_employee,22.6,program_staff,International_Bureau,1,consolidation,14,0,80.2,2,2.97,4.09,3.13,7.98,8.42,3,0,0,1,0,0,0,2.24,1.73,5.08,2.14,3.08,2.84,0,3.01,3.63,2.91
2014-Q1,FCC_E020,federal_employee,10.1,policy_analyst,Public_Safety,1,consolidation,12,0,80.2,2,3.9,4.48,4.89,5.79,6.05,3,0,0,0,0,0,0,2.55,2.12,3.24,1.54,2.5,2.02,0,2.26,4.02,0.26
2014-Q1,FCC_E021,federal_employee,20.5,program_staff,Office_of_General_Counsel,3,consolidation,10,0,80.2,2,4.43,4.45,3.58,1.36,7.76,1,0,0,1,0,0,1,5.81,1.51,4.53,1.0,1.61,1.9,0,5.94,5.18,0.3
2014-Q1,FCC_E022,federal_employee,17.3,IT_staff,Media_Bureau,3,consolidation,11,0,80.2,2,2.59,4.55,5.11,1.99,6.26,1,0,0,0,0,0,1,3.27,3.99,4.79,1.48,1.0,5.5,0,4.52,2.85,0.17
2014-Q1,FCC_E023,federal_employee,9.3,administrative,Office_of_Communications,4,consolidation,12,0,80.2,2,3.57,4.55,2.09,4.2,8.98,1,0,1,0,0,0,0,3.84,6.42,2.52,2.69,2.89,1.76,0,3.71,1.0,1.52
2014-Q1,FCC_E024,federal_employee,15.0,policy_analyst,Media_Bureau,5,consolidation,9,0,80.2,2,4.33,3.8,3.99,5.81,6.81,1,0,0,0,0,0,0,4.06,3.92,2.81,2.92,2.98,1.27,0,3.62,2.1,1.1
2014-Q1,FCC_E025,federal_employee,21.3,program_staff,Administrative_Operations,2,consolidation,9,0,80.2,2,2.41,4.56,4.31,7.89,6.49,1,1,0,0,0,1,0,4.53,1.51,2.91,1.0,4.98,2.16,0,5.97,3.38,0.4
2014-Q1,FCC_E026,contractor,20.0,field_operations,Office_of_Strategic_Planning,8,consolidation,13,0,80.2,2,4.07,2.79,3.14,3.29,7.81,3,0,0,0,0,0,0,2.6,3.4,4.81,2.47,4.36,1.0,0,4.53,3.6,0.84
2014-Q1,FCC_E027,federal_employee,24.5,field_operations,Administrative_Operations,3,consolidation,7,0,80.2,2,1.91,3.95,2.92,7.56,6.74,2,0,0,0,0,0,1,1.6,3.63,3.48,3.57,1.52,1.33,0,5.47,4.26,1.35
2014-Q1,FCC_E028,federal_employee,17.5,program_staff,Wireline_Competition,1,consolidation,7,0,80.2,2,4.45,4.86,3.35,4.56,7.21,2,0,0,0,0,0,1,2.39,4.27,2.55,3.59,2.84,3.43,0,5.59,3.09,0.6
2014-Q1,FCC_E029,federal_employee,35.7,field_operations,Media_Bureau,2,consolidation,10,0,80.2,2,3.2,3.15,4.05,5.17,7.25,3,0,0,0,1,1,0,4.17,1.01,2.77,4.56,3.46,1.75,0,3.28,1.85,1.62
2014-Q1,FCC_E030,federal_employee,10.0,program_staff,Office_of_Communications,2,consolidation,8,0,80.2,2,4.41,4.07,1.73,2.6,9.55,2,0,0,0,0,0,0,4.6,4.52,4.56,4.79,2.21,1.81,0,3.92,3.98,0.8
2014-Q1,FCC_E031,federal_employee,13.1,administrative,Office_of_Managing_Director,4,consolidation,11,0,80.2,2,4.53,5.23,1.96,6.25,9.7,0,0,0,0,0,0,0,3.54,4.94,2.79,4.66,4.36,1.62,1,2.73,3.42,0.1
2014-Q1,FCC_E032,federal_employee,15.1,administrative,International_Bureau,6,consolidation,8,0,80.2,2,2.77,4.08,3.98,1.0,7.71,1,0,1,0,0,0,0,4.12,3.41,2.4,2.66,2.09,3.47,1,4.08,2.7,0.93
2014-Q1,FCC_E033,federal_employee,7.0,administrative,Wireless_Telecommunications,7,consolidation,7,0,80.2,2,3.16,4.58,3.47,5.44,7.1,1,0,0,1,0,0,0,1.58,3.51,4.8,1.0,2.08,1.96,0,3.46,5.36,1.22
2014-Q1,FCC_E034,contractor,21.2,IT_staff,International_Bureau,6,consolidation,6,0,80.2,2,5.42,2.44,3.26,4.5,6.92,4,1,0,0,1,0,0,2.81,3.35,3.06,1.81,1.58,3.16,0,3.08,1.0,0.77
2014-Q1,FCC_E035,contractor,20.5,field_operations,Wireless_Telecommunications,2,consolidation,10,0,80.2,2,4.13,2.86,2.7,4.92,8.06,2,0,1,0,0,0,0,1.96,1.15,3.59,3.51,1.0,5.48,0,4.61,3.93,0.5
2014-Q1,FCC_E036,contractor,16.1,program_staff,Office_of_Strategic_Planning,5,consolidation,8,0,80.2,2,1.42,3.29,2.03,2.35,8.84,1,0,0,0,0,0,0,1.6,3.56,2.79,2.26,3.16,2.04,0,2.34,5.0,0.81
2014-Q1,FCC_E037,federal_employee,12.3,IT_staff,Office_of_Communications,5,consolidation,13,0,80.2,2,2.8,5.65,2.04,4.43,8.51,3,0,0,1,0,1,0,4.06,1.99,5.02,3.39,2.12,1.0,0,5.02,3.21,0.1
2014-Q1,FCC_E038,federal_employee,6.5,IT_staff,Office_of_General_Counsel,4,consolidation,9,0,80.2,2,3.98,4.58,4.55,4.78,5.83,1,1,0,0,0,0,1,3.43,3.76,4.74,2.41,3.35,2.05,0,5.24,2.46,0.42
2014-Q1,FCC_E039,contractor,12.1,administrative,Consumer_Governmental_Affairs,4,consolidation,11,0,80.2,2,2.69,4.17,4.44,1.89,7.51,3,0,0,0,0,0,1,3.21,2.91,4.63,2.0,3.44,2.85,0,5.39,5.88,0.1
2014-Q1,FCC_E040,federal_employee,20.0,field_operations,Media_Bureau,3,consolidation,10,0,80.2,2,2.45,5.21,2.75,1.57,7.37,2,0,1,0,0,0,1,3.05,4.75,5.14,2.93,1.86,2.55,0,2.77,2.84,0.66
2014-Q1,FCC_E041,federal_employee,14.2,IT_staff,Office_of_Economics_Analytics,2,consolidation,12,0,80.2,2,2.01,5.53,3.89,5.91,7.04,0,1,0,1,0,0,0,5.3,3.81,3.55,3.44,3.89,3.21,0,3.13,6.34,0.94
2014-Q1,FCC_E042,federal_employee,12.9,administrative,Wireless_Telecommunications,3,consolidation,12,0,80.2,2,5.31,3.79,1.86,2.04,8.58,0,0,0,0,0,0,1,2.62,4.29,3.13,1.89,4.14,1.91,1,2.89,4.14,1.73
2014-Q1,FCC_E043,federal_employee,18.5,program_staff,Office_of_Communications,8,consolidation,9,0,80.2,2,3.02,4.29,1.21,1.0,10.0,4,0,0,1,0,0,0,5.71,2.16,3.24,4.49,3.79,1.0,0,3.68,2.36,0.52
2014-Q1,FCC_E044,contractor,21.8,administrative,Office_of_Media_Relations,5,consolidation,13,0,80.2,2,3.94,4.39,3.3,6.88,7.84,0,0,0,0,0,0,1,1.91,1.8,4.73,2.89,3.79,3.12,0,2.0,2.68,0.1
2014-Q1,FCC_E045,federal_employee,17.0,IT_staff,Office_of_Strategic_Planning,0,consolidation,12,0,80.2,2,4.75,6.14,3.95,8.51,6.56,6,0,0,0,0,0,1,2.62,2.07,1.73,3.31,2.61,3.81,0,4.61,1.23,0.53
2014-Q1,FCC_E046,contractor,17.6,field_operations,Public_Safety,2,consolidation,7,0,80.2,2,4.64,4.06,3.29,4.34,7.14,2,1,0,0,0,1,1,2.52,1.31,4.4,2.54,3.62,2.83,0,3.72,2.79,1.73
2014-Q1,FCC_E047,federal_employee,23.7,program_staff,Public_Safety,5,consolidation,9,0,80.2,2,2.44,3.74,2.16,1.0,8.35,3,0,1,0,0,0,1,4.77,2.62,1.45,4.25,4.66,3.22,0,2.46,4.01,0.11
2014-Q1,FCC_E048,federal_employee,16.6,policy_analyst,Office_of_Workplace_Diversity,4,consolidation,8,0,80.2,2,3.66,4.34,2.64,4.12,8.33,0,1,1,1,0,0,1,4.1,2.45,4.16,2.88,5.63,2.18,0,3.66,4.42,0.26
2014-Q1,FCC_E049,federal_employee,13.6,IT_staff,Office_of_General_Counsel,5,consolidation,8,0,80.2,2,1.81,5.26,2.12,4.66,9.3,3,0,1,0,0,0,0,4.55,4.28,1.54,1.53,2.36,2.66,0,3.23,2.53,1.69
2014-Q1,FCC_E050,federal_employee,19.5,program_staff,Wireline_Competition,9,consolidation,14,0,80.2,2,3.63,5.3,2.15,2.03,8.9,1,0,0,0,0,0,1,3.41,1.0,3.49,3.22,2.0,1.84,0,4.4,2.99,0.1
2014-Q1,FCC_E051,contractor,14.7,IT_staff,Wireless_Telecommunications,6,consolidation,8,0,80.2,2,2.87,2.69,3.33,5.11,7.82,1,0,1,0,0,0,0,3.71,4.15,4.52,3.14,1.0,3.42,0,5.15,2.75,0.85
2014-Q1,FCC_E052,contractor,14.2,policy_analyst,Office_of_Chief_Information_Officer,3,consolidation,8,0,80.2,2,4.66,4.77,3.33,4.97,7.93,1,0,0,0,0,0,0,2.5,5.22,2.81,5.17,4.44,2.98,0,4.8,4.51,0.59
2014-Q1,FCC_E053,contractor,22.4,policy_analyst,Wireless_Telecommunications,7,consolidation,11,0,80.2,2,1.69,3.93,1.0,5.63,10.0,3,0,0,0,0,1,0,3.79,4.68,3.78,2.33,3.83,1.89,0,3.91,3.53,1.7
2014-Q1,FCC_E054,contractor,14.5,program_staff,Enforcement_Bureau,8,consolidation,9,0,80.2,2,2.72,3.62,2.58,2.62,8.53,1,1,0,0,0,0,1,3.63,5.7,2.59,1.81,1.13,2.63,0,2.99,3.39,0.65
2014-Q1,FCC_E055,federal_employee,1.0,field_operations,Office_of_Communications,1,consolidation,8,0,80.2,2,3.51,4.28,3.9,5.73,5.82,2,0,0,0,0,0,0,1.89,3.95,5.33,4.38,4.95,2.77,0,3.21,4.98,0.1
2014-Q2,FCC_E001,federal_employee,9.4,program_staff,Office_of_Communications,1,consolidation,11,0,79.1,2,4.23,4.46,1.74,6.86,9.65,2,0,0,0,0,0,1,2.52,2.84,1.41,3.88,2.96,2.79,0,4.55,4.49,0.27
2014-Q2,FCC_E002,contractor,8.1,IT_staff,Office_of_Economics_Analytics,6,consolidation,7,0,79.1,2,3.3,5.11,3.54,4.05,7.53,3,0,1,1,0,0,0,3.65,2.99,5.35,4.34,2.59,2.38,0,4.77,3.51,0.21
2014-Q2,FCC_E003,contractor,19.9,program_staff,Wireline_Competition,8,consolidation,10,0,79.1,2,3.51,6.39,1.73,4.79,8.96,1,0,0,1,0,0,0,2.04,4.48,4.11,1.0,4.23,5.71,0,4.11,1.0,0.57
2014-Q2,FCC_E004,federal_employee,12.3,policy_analyst,Wireless_Telecommunications,5,consolidation,10,0,79.1,2,4.94,6.02,5.24,6.52,5.71,0,0,0,0,0,0,2,2.85,5.12,4.38,1.0,2.1,1.0,1,3.82,4.44,1.69
2014-Q2,FCC_E005,federal_employee,7.4,program_staff,Office_of_Communications,7,consolidation,11,0,79.1,2,4.08,4.11,1.74,5.94,9.52,0,1,0,0,0,0,1,2.24,3.19,3.41,5.93,1.52,1.91,0,3.45,2.36,2.05
2014-Q2,FCC_E006,federal_employee,10.2,administrative,Office_of_Media_Relations,7,consolidation,9,0,79.1,2,3.7,5.58,3.24,5.02,8.63,2,0,0,0,0,0,0,3.32,1.0,4.42,3.44,2.27,3.46,0,4.99,4.36,2.84
2014-Q2,FCC_E007,federal_employee,8.7,field_operations,Enforcement_Bureau,7,consolidation,7,0,79.1,2,3.88,5.01,3.07,2.9,7.51,1,0,1,0,0,0,1,3.62,3.78,3.69,3.79,2.86,2.77,0,5.02,4.32,2.37
2014-Q2,FCC_E008,contractor,16.7,program_staff,Enforcement_Bureau,2,consolidation,12,0,79.1,2,4.0,5.25,5.12,3.76,5.76,2,0,0,0,0,0,0,2.4,4.44,4.44,3.61,2.74,2.44,1,4.15,2.97,2.03
2014-Q2,FCC_E009,federal_employee,19.0,policy_analyst,Office_of_Managing_Director,3,consolidation,13,0,79.1,2,3.64,4.02,4.42,7.83,6.73,3,0,0,1,0,0,1,4.7,2.8,5.62,2.92,2.62,2.0,1,3.79,4.95,1.19
2014-Q2,FCC_E010,contractor,20.4,policy_analyst,Office_of_Managing_Director,2,consolidation,13,0,79.1,2,4.47,6.06,4.52,2.91,5.13,5,1,0,1,0,0,1,3.02,6.72,5.13,3.26,2.14,2.71,0,4.28,5.46,0.25
2014-Q2,FCC_E011,federal_employee,20.9,program_staff,Media_Bureau,3,consolidation,7,0,79.1,2,4.34,4.98,3.8,5.21,6.71,4,0,0,0,0,0,1,4.24,3.07,3.39,4.14,4.54,4.49,0,4.42,3.95,1.13
2014-Q2,FCC_E012,contractor,19.8,administrative,Office_of_Communications,2,consolidation,6,0,79.1,2,4.67,6.75,4.68,7.28,5.93,3,0,1,0,0,0,1,1.0,2.75,3.71,1.41,4.03,4.58,0,5.47,5.67,0.86
2014-Q2,FCC_E013,contractor,15.0,program_staff,Office_of_Communications,7,consolidation,7,0,79.1,2,3.18,4.41,2.39,1.36,8.43,2,0,0,0,0,0,0,1.0,5.85,4.62,2.42,3.26,1.45,0,4.83,4.4,2.93
2014-Q2,FCC_E014,federal_employee,11.8,program_staff,Media_Bureau,2,consolidation,9,0,79.1,2,4.99,5.93,5.23,5.15,5.81,3,0,0,0,0,0,1,3.85,5.71,3.71,4.94,3.29,3.38,0,4.17,3.98,0.78
2014-Q2,FCC_E015,federal_employee,6.5,IT_staff,Wireless_Telecommunications,3,consolidation,11,0,79.1,2,5.92,4.46,5.18,6.41,6.2,2,1,0,1,1,0,0,5.81,2.23,4.12,3.83,3.68,1.43,0,3.85,5.1,0.55
2014-Q2,FCC_E016,federal_employee,22.1,administrative,Office_of_Legislative_Affairs,2,consolidation,12,0,79.1,2,3.71,4.92,2.68,7.4,7.84,3,0,1,0,0,0,1,3.89,4.39,4.43,3.25,3.38,2.83,1,2.9,5.51,0.23
2014-Q2,FCC_E017,federal_employee,14.4,administrative,Office_of_Economics_Analytics,4,consolidation,13,0,79.1,2,3.66,5.06,3.13,7.58,7.74,2,1,0,1,0,0,1,5.19,2.07,3.43,4.73,2.97,1.38,0,3.51,4.93,0.19
2014-Q2,FCC_E018,federal_employee,13.0,IT_staff,Office_of_General_Counsel,6,consolidation,11,0,79.1,2,4.71,5.52,3.22,6.33,7.43,2,0,0,0,0,0,1,2.33,4.36,4.84,3.43,2.25,2.41,1,5.38,5.47,0.1
2014-Q2,FCC_E019,federal_employee,22.6,program_staff,International_Bureau,1,consolidation,9,0,79.1,2,5.7,6.6,3.21,7.82,7.54,1,0,0,0,0,0,1,3.17,4.71,3.58,3.37,2.4,4.49,0,3.5,4.72,0.28
2014-Q2,FCC_E020,federal_employee,10.1,policy_analyst,Public_Safety,1,consolidation,12,0,79.1,2,2.38,5.49,3.8,4.36,8.15,3,0,0,0,0,0,1,4.45,3.33,2.96,2.63,2.21,3.94,1,4.65,3.59,0.1
2014-Q2,FCC_E021,federal_employee,20.5,program_staff,Office_of_General_Counsel,3,consolidation,8,0,79.1,2,5.16,5.13,2.84,7.07,7.82,0,0,0,1,0,1,2,1.65,4.06,4.62,2.62,5.99,2.96,0,3.14,4.35,0.52
2014-Q2,FCC_E022,federal_employee,17.3,IT_staff,Media_Bureau,3,consolidation,6,0,79.1,2,5.1,6.82,3.63,7.34,7.58,5,1,0,1,0,0,0,2.74,4.17,4.82,2.44,5.29,2.63,0,2.15,3.67,2.0
2014-Q2,FCC_E023,federal_employee,9.3,administrative,Office_of_Communications,4,consolidation,8,0,79.1,2,2.34,5.17,3.57,4.06,7.63,2,0,0,0,0,0,0,5.27,3.05,2.94,1.89,5.53,1.59,1,1.32,3.53,0.24
2014-Q2,FCC_E024,federal_employee,15.0,policy_analyst,Media_Bureau,5,consolidation,10,0,79.1,2,2.01,6.18,4.2,4.36,7.47,2,0,1,0,1,0,1,2.72,2.59,1.58,2.3,5.29,1.0,0,4.65,3.92,1.28
2014-Q2,FCC_E025,federal_employee,21.3,program_staff,Administrative_Operations,2,consolidation,8,0,79.1,2,6.29,5.15,2.91,6.77,7.43,1,0,0,0,0,0,1,4.27,2.83,3.58,2.65,3.93,3.39,0,4.25,2.99,0.59
2014-Q2,FCC_E026,contractor,20.0,field_operations,Office_of_Strategic_Planning,8,consolidation,12,0,79.1,2,2.79,5.3,2.6,3.49,8.8,4,2,0,0,0,0,0,5.73,2.34,3.63,4.53,1.79,2.77,0,2.63,4.85,1.08
2014-Q2,FCC_E027,federal_employee,24.5,field_operations,Administrative_Operations,3,consolidation,7,0,79.1,2,3.04,4.59,3.63,6.92,7.6,2,0,1,0,0,0,0,4.33,4.09,6.01,4.27,1.0,4.77,0,5.22,4.27,3.59
2014-Q2,FCC_E028,federal_employee,17.5,program_staff,Wireline_Competition,1,consolidation,7,0,79.1,2,3.36,5.42,5.3,6.72,6.5,2,1,0,0,0,1,0,1.0,2.92,4.06,1.33,3.74,2.81,0,5.04,3.19,2.94
2014-Q2,FCC_E029,federal_employee,35.7,field_operations,Media_Bureau,2,consolidation,14,0,79.1,2,3.99,5.55,5.46,4.71,5.26,1,0,0,1,0,0,1,3.0,3.89,3.91,2.8,2.09,3.51,0,2.91,5.46,0.73
2014-Q2,FCC_E030,federal_employee,10.0,program_staff,Office_of_Communications,2,consolidation,9,0,79.1,2,4.16,4.77,3.26,4.16,7.69,0,0,0,0,0,0,1,2.53,4.04,2.95,4.82,2.76,2.81,1,4.04,4.25,0.42
2014-Q2,FCC_E031,federal_employee,13.1,administrative,Office_of_Managing_Director,4,consolidation,6,0,79.1,2,1.92,6.27,3.67,6.1,6.73,2,0,0,0,1,0,1,4.25,3.5,5.17,2.81,2.5,2.96,0,4.38,3.3,2.1
2014-Q2,FCC_E032,federal_employee,15.1,administrative,International_Bureau,6,consolidation,14,0,79.1,2,2.24,5.98,4.28,6.58,6.87,9,0,1,1,1,0,0,2.38,3.63,5.4,4.66,1.86,2.94,0,2.33,4.21,2.48
2014-Q2,FCC_E033,federal_employee,7.0,administrative,Wireless_Telecommunications,7,consolidation,11,0,79.1,2,4.29,4.94,1.55,1.0,9.58,4,0,0,0,0,0,0,3.96,2.89,4.11,2.7,1.86,2.5,1,4.41,6.07,2.84
2014-Q2,FCC_E034,contractor,21.2,IT_staff,International_Bureau,6,consolidation,10,0,79.1,2,4.85,5.16,4.0,4.46,7.54,3,0,0,1,0,0,1,3.92,4.94,3.75,2.26,1.13,1.71,0,2.51,6.99,0.19
2014-Q2,FCC_E035,contractor,20.5,field_operations,Wireless_Telecommunications,2,consolidation,11,0,79.1,2,4.87,3.58,3.63,5.7,7.13,2,0,0,0,0,0,0,6.45,5.33,4.2,2.53,4.58,3.77,1,5.18,2.68,0.15
2014-Q2,FCC_E036,contractor,16.1,program_staff,Office_of_Strategic_Planning,5,consolidation,7,0,79.1,2,4.2,5.9,3.58,4.77,7.5,5,0,0,1,0,0,1,5.57,3.73,5.42,1.0,3.59,2.42,1,5.01,5.33,1.07
2014-Q2,FCC_E037,federal_employee,12.3,IT_staff,Office_of_Communications,5,consolidation,8,0,79.1,2,3.21,6.89,4.59,6.12,5.73,0,0,0,1,0,0,2,5.71,1.91,4.16,4.83,5.17,3.41,0,4.55,6.8,2.12
2014-Q2,FCC_E038,federal_employee,6.5,IT_staff,Office_of_General_Counsel,4,consolidation,9,0,79.1,2,5.51,5.84,1.6,1.97,9.45,2,0,0,1,0,0,1,3.18,1.67,2.33,3.01,3.74,1.76,0,4.56,6.05,0.57
2014-Q2,FCC_E039,contractor,12.1,administrative,Consumer_Governmental_Affairs,4,consolidation,6,0,79.1,2,3.56,5.53,3.1,7.32,8.17,2,0,0,0,1,0,1,5.46,4.29,2.99,4.12,2.53,3.33,0,1.61,5.37,1.17
2014-Q2,FCC_E040,federal_employee,20.0,field_operations,Media_Bureau,3,consolidation,10,0,79.1,2,4.77,5.32,1.53,6.38,8.86,2,0,0,0,0,0,1,5.58,2.97,4.52,3.05,3.43,4.15,0,4.76,5.22,1.32
2014-Q2,FCC_E041,federal_employee,14.2,IT_staff,Office_of_Economics_Analytics,2,consolidation,8,0,79.1,2,4.79,6.19,5.36,6.71,5.13,1,0,0,0,0,0,0,3.34,4.96,3.34,2.66,2.83,2.81,0,5.49,5.6,0.1
2014-Q2,FCC_E042,federal_employee,12.9,administrative,Wireless_Telecommunications,3,consolidation,6,0,79.1,2,3.11,5.09,3.88,5.64,7.98,0,0,0,0,0,0,0,3.59,3.3,3.41,2.66,3.11,5.15,0,4.05,4.02,1.23
2014-Q2,FCC_E043,federal_employee,18.5,program_staff,Office_of_Communications,8,consolidation,13,0,79.1,2,1.42,5.52,1.92,3.22,9.81,0,0,0,1,0,0,1,4.01,4.69,4.61,3.52,1.0,1.37,0,3.74,3.72,0.71
2014-Q2,FCC_E044,contractor,21.8,administrative,Office_of_Media_Relations,5,consolidation,7,0,79.1,2,4.88,4.39,1.95,1.67,9.46,2,0,0,0,1,0,0,4.04,3.19,4.35,3.13,5.83,3.7,0,3.28,4.22,1.01
2014-Q2,FCC_E045,federal_employee,17.0,IT_staff,Office_of_Strategic_Planning,0,consolidation,13,0,79.1,2,5.41,4.93,3.21,6.05,8.64,2,0,1,1,0,0,1,4.91,3.03,2.76,4.57,1.0,5.26,1,4.35,5.09,2.12
